customer_id,meter_id,time_rounded,energy_heat_kwh,volume_flow_m3,inlet_flow_energy_m3xC,back_flow_energy_m3xC
772,660,2019-04-15T21:00:00Z,31073.8,748.916,52932.7333333333,25526.8666666667
772,660,2019-04-15T22:00:00Z,31076.1666666667,748.975,52936.5,25529.1666666667
772,660,2019-04-15T23:00:00Z,31077,749,52939,25530
772,660,2019-04-16T00:00:00Z,31079.8125,749.075,52943.6875,25531.875
772,660,2019-04-16T01:00:00Z,31081.8983050847,749.117966101695,52946.8474576271,25532.9491525424
772,660,2019-04-16T02:00:00Z,31083.868852459,749.15737704918,52949.8032786885,25534.868852459
772,660,2019-04-16T03:00:00Z,31086.8,749.225333333333,52953.7333333333,25536.8666666667
772,660,2019-04-16T04:00:00Z,31087.9180327869,749.266721311475,52956.7540983607,25537.9180327869
772,660,2019-04-16T05:00:00Z,31091.875,749.3375,52961.4583333333,25539.5833333333
772,660,2019-04-16T06:00:00Z,31094.4615384615,749.389230769231,52965.6923076923,25541.2307692308
772,660,2019-04-16T07:00:00Z,31097.5789473684,749.457894736842,52970.5263157895,25543.2631578947
772,660,2019-04-16T08:00:00Z,31100.7368421053,749.533684210526,52975.5789473684,25545.7894736842
772,660,2019-04-16T09:00:00Z,31102.8644067797,749.59593220339,52979.7288135593,25547.8644067797
772,660,2019-04-16T10:00:00Z,31105.8,749.656,52983.7333333333,25549.8666666667
772,660,2019-04-16T11:00:00Z,31107.9649122807,749.718947368421,52987.9298245614,25551.9649122807
772,660,2019-04-16T12:00:00Z,31109.84375,749.7753125,52991.6875,25553.84375
772,660,2019-04-16T13:00:00Z,31114,749.85,52997,25556
772,660,2019-04-16T14:00:00Z,31116.8571428571,749.907142857143,53000.8095238095,25556.9523809524
772,660,2019-04-16T15:00:00Z,31118.9322033898,749.967966101695,53004.8644067797,25558.9322033898
772,660,2019-04-16T16:00:00Z,31120.8412698413,750.016031746032,53008.6825396825,25560.8412698413
772,660,2019-04-16T17:00:00Z,31124.6219512195,750.094512195122,53014.0365853659,25563.4146341463
772,660,2019-04-16T18:00:00Z,31126.8170731707,750.145731707317,53017.6951219512,25564.8780487805
772,660,2019-04-16T19:00:00Z,31128.8644067797,750.215254237288,53022.6610169492,25567.7966101695
772,660,2019-04-16T20:00:00Z,31131.0895522388,750.272089552239,53026.1492537314,25569.0895522388
772,660,2019-04-16T21:00:00Z,31133.776119403,750.334776119403,53030.6268656717,25571.776119403
772,660,2019-04-16T22:00:00Z,31136.2222222222,750.395555555556,53035.3333333333,25574.1111111111
772,660,2019-04-16T23:00:00Z,31137.8888888889,750.437222222222,53037.8333333333,25574.9444444444
772,660,2019-04-17T00:00:00Z,31140.8474576271,750.496949152542,53041.7966101695,25576.8983050848
772,660,2019-04-17T01:00:00Z,31143.0338983051,750.551016949153,53045.0677966102,25578.0338983051
772,660,2019-04-17T02:00:00Z,31144.1451612903,750.583387096774,53047.2419354839,25579.1451612903
772,660,2019-04-17T03:00:00Z,31147.0307692308,750.650615384615,53052.0461538462,25582.0153846154
772,660,2019-04-17T04:00:00Z,31148.8769230769,750.687538461539,53054.8153846154,25582.9384615385
772,660,2019-04-17T05:00:00Z,31152.8620689655,750.786551724138,53061.7586206897,25585.8965517241
772,660,2019-04-17T06:00:00Z,31153.9206349206,750.826825396826,53063.8412698413,25586.9206349206
772,660,2019-04-17T07:00:00Z,31156.7966101695,750.876610169492,53067.7288135593,25588.8644067797
772,660,2019-04-17T08:00:00Z,31157.9333333333,750.917333333333,53069.8666666667,25589.9333333333
772,660,2019-04-17T09:00:00Z,31163.6949152542,751.052881355932,53079.4915254237,25594.7457627119
772,660,2019-04-17T10:00:00Z,31166.8032786885,751.125409836066,53084.6721311476,25596.868852459
772,660,2019-04-17T11:00:00Z,31169.2625,751.1905,53089.525,25599.525
772,660,2019-04-17T12:00:00Z,31170.0317460317,751.220634920635,53091.0634920635,25601.0158730159
772,660,2019-04-17T13:00:00Z,31171.9365079365,751.25873015873,53094.873015873,25601.9682539683
772,660,2019-04-17T14:00:00Z,31174.8,751.336,53099.28,25604.32
772,660,2019-04-17T15:00:00Z,31178.8,751.416,53105.68,25605.92
772,660,2019-04-17T16:00:00Z,31181.0655737705,751.471967213115,53109.131147541,25608.0655737705
772,660,2019-04-17T17:00:00Z,31182.1621621622,751.502432432432,53111.1621621622,25609.0810810811
772,660,2019-04-17T18:00:00Z,31184.8965517241,751.55091954023,53114.4942528736,25610.5977011494
772,660,2019-04-17T19:00:00Z,31186.9655172414,751.599195402299,53117.9425287356,25611.9770114943
772,660,2019-04-17T20:00:00Z,31188.8666666667,751.656,53121.7333333333,25613.8666666667
772,660,2019-04-17T21:00:00Z,31190.8666666667,751.716,53125.7333333333,25615.8666666667
772,660,2019-04-17T22:00:00Z,31192.8983050847,751.748474576271,53127.8983050848,25616.9491525424
772,660,2019-04-17T23:00:00Z,31194.8387096774,751.795967741936,53130.7580645161,25618.8387096774
772,660,2019-04-18T00:00:00Z,31196.4745762712,751.844237288136,53134.4745762712,25620.4745762712
772,660,2019-04-18T01:00:00Z,31198.2340425532,751.887765957447,53137.1595744681,25621.6170212766
772,660,2019-04-18T02:00:00Z,31200.7872340426,751.945212765958,53141.6276595745,25622.8936170213
772,660,2019-04-18T03:00:00Z,31201,751.968644067797,53142.9322033898,25623.9322033898
772,660,2019-04-18T04:00:00Z,31203.8474576271,752.026949152542,53146.7966101695,25625.8983050848
772,660,2019-04-18T05:00:00Z,31206.1688311688,752.076753246753,53150.3376623377,25627.3376623377
772,660,2019-04-18T06:00:00Z,31206.9480519481,752.107922077922,53151.8961038961,25628.8961038961
772,660,2019-04-18T07:00:00Z,31211.5901639344,752.210983606557,53159.3442622951,25631.7540983607
772,660,2019-04-18T08:00:00Z,31214.1791044776,752.26447761194,53163.3134328358,25634.1343283582
772,660,2019-04-18T09:00:00Z,31217.7611940299,752.354029850746,53169.5820895522,25636.8208955224
772,660,2019-04-18T10:00:00Z,31218,752.378983050847,53170.9491525424,25637.9491525424
772,660,2019-04-18T11:00:00Z,31219.4146341463,752.408292682927,53172.6219512195,25638.4146341463
772,660,2019-04-18T12:00:00Z,31220.8780487805,752.43756097561,53174.8170731707,25639.8780487805
772,660,2019-04-18T13:00:00Z,31222.4,752.472,53176.8,25640.4
772,660,2019-04-18T14:00:00Z,31223.9,752.517,53179.8,25641.9
772,660,2019-04-18T15:00:00Z,31224.9333333333,752.548,53181.8666666667,25642.9333333333
772,660,2019-04-18T16:00:00Z,31226.8360655738,752.586721311476,53184.7540983607,25643.9180327869
772,660,2019-04-18T17:00:00Z,31228.0188679245,752.630188679245,53187.0188679245,25645.0188679245
772,660,2019-04-18T18:00:00Z,31229.3333333333,752.648888888889,53188.5555555556,25646.2222222222
772,660,2019-04-18T19:00:00Z,31231.8333333333,752.715555555556,53192.7222222222,25647.8888888889
772,660,2019-04-18T20:00:00Z,31232.9824561404,752.739649122807,53194.9649122807,25648.9824561404
772,660,2019-04-18T21:00:00Z,31233.921875,752.76765625,53195.921875,25649.921875
772,660,2019-04-18T22:00:00Z,31234.9322033898,752.797966101695,53198.7966101695,25650.9322033898
772,660,2019-04-18T23:00:00Z,31237.8,752.856,53202.7333333333,25651.9333333333
772,660,2019-04-19T00:00:00Z,31238,752.879649122807,53203.9824561404,25652.9824561404
772,660,2019-04-19T01:00:00Z,31238.921875,752.90765625,53205.84375,25653.921875
772,660,2019-04-19T02:00:00Z,31241.4915254237,752.964745762712,53209.4745762712,25655.4915254237
772,660,2019-04-19T03:00:00Z,31242.9574468085,752.99914893617,53212.2765957447,25656.6382978723
772,660,2019-04-19T04:00:00Z,31244.8723404255,753.037446808511,53214.829787234,25657.914893617
772,660,2019-04-19T05:00:00Z,31246.8360655738,753.085901639344,53217.7540983607,25659.8360655738
772,660,2019-04-19T06:00:00Z,31247.9322033898,753.117966101695,53219.8644067797,25660.9322033898
772,660,2019-04-19T07:00:00Z,31251.5217391304,753.20347826087,53225.4347826087,25663.2173913044
772,660,2019-04-19T08:00:00Z,31254.7826086957,753.275217391304,53230.6521739131,25665.8260869565
772,660,2019-04-19T09:00:00Z,31255.8666666667,753.313111111111,53233.4444444444,25666.8666666667
772,660,2019-04-19T10:00:00Z,31257.8666666667,753.366444444445,53236.7777777778,25668.8666666667
772,660,2019-04-19T11:00:00Z,31259,753.393928571429,53238.1964285714,25669.1964285714
772,660,2019-04-19T12:00:00Z,31259.2112676056,753.414225352113,53239.4225352113,25670.2112676056
772,660,2019-04-19T13:00:00Z,31260.0754716981,753.431509433962,53241.0754716981,25671.0754716981
772,660,2019-04-19T14:00:00Z,31261.1617647059,753.454852941177,53242.3235294118,25672.1617647059
772,660,2019-04-19T15:00:00Z,31262.1176470588,753.482352941177,53244.1764705882,25673.0588235294
772,660,2019-04-19T16:00:00Z,31264.1875,753.525625,53247.375,25674.1875
772,660,2019-04-19T17:00:00Z,31265.1095890411,753.554383561644,53249.2191780822,25675.1095890411
772,660,2019-04-19T18:00:00Z,31265.9315068493,753.587260273973,53250.8630136986,25675.9315068493
772,660,2019-04-19T19:00:00Z,31267.8965517241,753.637413793103,53254.7931034483,25676.9482758621
772,660,2019-04-19T20:00:00Z,31269.4262295082,753.670655737705,53256.6393442623,25678.2131147541
772,660,2019-04-19T21:00:00Z,31271.1935483871,753.715806451613,53259.3870967742,25679.3870967742
772,660,2019-04-19T22:00:00Z,31272.2666666667,753.745333333333,53261.4,25681.1333333333
772,660,2019-04-19T23:00:00Z,31273.8666666667,753.777333333333,53263.8,25681.9333333333
772,660,2019-04-20T00:00:00Z,31277,753.85126984127,53269.0634920635,25684.0634920635
772,660,2019-04-20T01:00:00Z,31277.0655737705,753.87131147541,53270.0819672131,25685.0327868853
772,660,2019-04-20T02:00:00Z,31281,753.95,53275,25687
772,660,2019-04-20T03:00:00Z,31282,753.98,53277,25688
772,660,2019-04-20T04:00:00Z,31283.8382352941,754.02955882353,53280.3970588235,25689.5588235294
772,660,2019-04-20T05:00:00Z,31286.2558139535,754.08511627907,53284.511627907,25691.2558139535
772,660,2019-04-20T06:00:00Z,31288.2873563218,754.132183908046,53288.2528735632,25692.9655172414
772,660,2019-04-20T07:00:00Z,31291.0256410256,754.200769230769,53293.0512820513,25695.0256410256
772,660,2019-04-20T08:00:00Z,31293.4193548387,754.269032258065,53297.4838709678,25697.4193548387
772,660,2019-04-20T09:00:00Z,31296.9375,754.355625,53303.25,25700.625
772,660,2019-04-20T10:00:00Z,31299.32,754.3996,53306.64,25702
772,660,2019-04-20T11:00:00Z,31300.4,754.432,53308.8,25702.4
772,660,2019-04-20T12:00:00Z,31301.2727272727,754.458181818182,53310.5454545455,25703.2727272727
772,660,2019-04-20T13:00:00Z,31302.0634920635,754.481904761905,53312.0634920635,25704.0634920635
772,660,2019-04-20T14:00:00Z,31303.0151515152,754.510454545455,53313.0303030303,25705.0151515152
